District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),pH Category,Fertility Status
Hanumangarh,Nitrogenous,7.885960077418337,2.220653575849623,26.334219014450017,21.1449819622967,30.710492743008565,1,0
Jodhpur,Loamy,7.801623750285697,2.1490792329952626,33.19330084321551,25.290591625435752,41.83809920104856,1,0
Ajmer,Saline,7.574044709899138,1.559465831669354,26.438896181754743,25.93367310088665,47.18167702852989,1,0
Udaipur,Black lava soil,7.380944781843973,2.023001373626637,25.47692812503117,25.863784226337224,43.32708411845889,0,2
Alwar,Black lava soil,8.470608718231874,1.5608384614101305,28.10996050490892,21.157229612627862,43.23244768862885,1,0
Ajmer,Chalky (Calcareous),7.392166181226184,1.5635194547731497,34.40703764461786,23.605676812727907,35.41862949718138,0,0
Sri Ganganagar,Saline,8.177721400552748,2.585099354598302,30.671482486238965,20.39798931188018,42.77028885557954,1,0
Sri Ganganagar,Saline,7.069148464871871,2.015015739582041,19.2380822769541,24.38227822751468,32.1925338877907,0,0
Jodhpur,Saline,8.2517099142145,1.834939953016775,28.94166509034412,16.86133046957747,38.55980563038962,1,0
Udaipur,Chalky (Calcareous),8.209265672574018,0.7560956717324603,36.38482693044094,21.69011740550854,33.964891760713925,1,1
Jodhpur,Loamy,6.962343803475381,2.8381965136041014,25.272465600286345,14.233247447020204,45.68657271182364,0,0
Kota,Loamy,7.669276438142957,1.5310372117318003,31.083124877023096,14.871236581798613,45.50410699211302,1,1
Alwar,Sandy,8.030685482436567,2.2660030994109714,31.808305306235084,28.80594062433687,39.99843163694113,1,0
Sri Ganganagar,Sandy,6.909062937289599,2.224736956416153,40.43023524768557,14.92620253407074,38.19268616653007,0,0
Nagaur,Chalky (Calcareous),7.708223019050727,1.9730475754971304,25.088482098113428,25.609289281152357,51.6002036100863,1,0
Alwar,Black lava soil,7.598065729511954,1.547965855132,22.255197374732624,21.289879906105902,45.51938671658129,1,1
Udaipur,Loamy,7.737583873247691,1.998798079540573,27.053641741053468,14.53918183640955,44.173756631624414,1,1
Kota,Chalky (Calcareous),7.956885810692793,1.2271351066546334,37.94919489090342,22.870356104470005,46.99797322572897,1,0
Jodhpur,Black lava soil,6.828936125757442,1.3170879222922809,29.255153451163515,22.51392213447597,48.98180411463482,0,0
Jaipur,Nitrogenous,7.853039456907566,1.8786593615939835,24.86815396167054,26.150002863595752,35.176472871246425,1,1
Udaipur,Alkaline,8.314234277386161,1.8578076751967452,37.95291036308925,23.39465645029639,39.31502255278771,1,0
Sri Ganganagar,Chalky (Calcareous),7.240301814086937,1.82954606132696,32.14158346187619,20.385782481088583,37.03094295965647,0,0
Bhilwara,Nitrogenous,7.417184294841184,2.039288514859575,19.35632952792594,22.29084057394349,35.10139387641597,0,0
Kota,Clay,6.923333798397128,1.1563278264446448,21.03053751066055,13.222762484438556,36.45489521184755,0,1
Kota,Sandy,8.476629568763284,1.737060162052398,30.88875053134016,22.00240693253164,40.65532593107925,1,0
Nagaur,Loamy,7.4612782696370035,1.4023531182003777,37.25463774139606,29.035983218189426,31.58670652938657,0,0
Sri Ganganagar,Saline,6.98798570455681,1.860094828811497,25.177311025449043,22.529827767279325,36.35863898796693,0,0
Sri Ganganagar,Nitrogenous,8.582528033903301,2.595274297171798,31.062870153161075,25.13493131659866,45.52950212178654,1,0
Ajmer,Nitrogenous,7.218026255970878,1.5918913777290176,30.39071531484824,24.30818062248972,40.69530199326709,0,0
Sri Ganganagar,Black lava soil,6.711501758904501,1.5985877780245787,29.63013568202811,19.62167197837085,49.86271088394904,0,0
Jaipur,Loamy,6.807006028800501,2.2527946209179373,37.44556554164145,31.35724872711398,37.978012884080194,0,2
Kota,Chalky (Calcareous),7.7457147263601,2.284880178599324,30.977408657766453,19.50577399380347,42.17987694750023,1,0
Ajmer,Sandy,6.233876957390157,2.341034745031316,30.63088951830984,18.887625516108677,50.23431097859779,0,0
Kota,Nitrogenous,7.162532990604724,1.7984620054674847,39.95776651102367,15.839693475750718,37.2494235853173,0,0
Alwar,Clay,7.426487288284575,2.4203672410647745,31.039012536766567,13.536873264238686,37.339157184364055,0,0
Kota,Sandy,7.196322783393894,1.9613894773884768,32.129218293149144,22.09102877943986,31.11994122975799,0,0
Hanumangarh,Black lava soil,8.031970493780427,2.126284422998312,36.92266023796953,22.22099163645336,45.50661478867881,1,0
Udaipur,Black lava soil,7.733272655725063,2.673112878101374,32.611253180088895,19.51042376778548,51.36217360223441,1,0
Bhilwara,Loamy,7.944518561139946,2.2868722105022066,23.61847791730832,13.558461912682311,41.46357741070927,1,1
Alwar,Black lava soil,7.572760598884121,1.692938717495842,30.7049134980603,27.943134640217977,43.477012372751496,1,0
Jodhpur,Clay,6.929495745123631,1.944245586428528,25.9751675957372,18.061500417957195,37.93192167185179,0,0
Sri Ganganagar,Chalky (Calcareous),7.261177208697997,1.3724323140133026,29.36172659240905,17.19696181576345,25.352756549988666,0,0
Hanumangarh,Black lava soil,8.526486012250832,2.544384827108336,28.11849637537502,20.094095248702992,34.14172826341219,1,0
Jodhpur,Alkaline,8.347861438905433,2.948644347386556,30.783468641232623,25.117653220926723,40.87643389466962,1,0
Udaipur,Sandy,6.831637280562035,1.7940883155181713,30.659639833859785,17.72726140628278,38.90673361282482,0,0
Sri Ganganagar,Nitrogenous,7.454300221245442,1.9595607510672692,30.261292452487417,14.696974668016995,36.41491925436032,0,0
Kota,Alkaline,6.857707867150015,2.4889077748431,19.471765290798377,25.767951716584623,46.93174698631422,0,0
Bhilwara,Nitrogenous,7.34890970650869,0.6984314560863507,28.193447190163543,19.679079193555904,34.947008900355435,0,0
Sri Ganganagar,Alkaline,7.242390803095879,2.765097599431676,33.324635811508706,15.3771794281095,32.01200415202284,0,0
Ajmer,Chalky (Calcareous),7.336491341195114,1.8932716103247809,32.48099593681658,17.323416437161704,42.55749787680931,0,0
Ajmer,Sandy,8.467577020030115,2.407750511222132,29.759557463346137,19.084247644733527,38.21663432910064,1,0
Udaipur,Saline,8.090320456226072,1.6863432770243485,30.22611354499991,20.255989509405428,37.49107903594234,1,0
Kota,Black lava soil,6.81376722605795,2.161487251808834,29.69498014072308,22.50120234718285,37.33199846780417,0,2
Alwar,Alkaline,8.110410649406523,1.5616131093940775,38.56020142008946,11.261817450858691,42.17385032278445,1,1
Jaipur,Saline,7.737715341263311,1.6022214660295588,32.12196968930506,26.397593348800797,28.91590580322968,1,1
Udaipur,Nitrogenous,7.751372403745408,0.7533645898349612,25.17167598238396,28.145831824504725,37.09108983303973,1,0
Kota,Sandy,6.913060017795514,1.901031135507659,40.339531690817765,10.84158876396987,34.74345044180328,0,1
Jodhpur,Loamy,8.248715841589814,2.928851171768866,29.48284387854858,13.804736487366789,50.4792175090458,1,0
Nagaur,Black lava soil,8.297221195874599,2.3394734938811164,25.9379882553129,19.754853295809816,39.19819959477584,1,0
Kota,Black lava soil,7.665425652307789,2.725500719065668,34.39708520568701,14.613119615076208,46.88248225009769,1,0
Ajmer,Sandy,7.656566070006578,2.343532897929458,37.33270429639302,14.442098752432244,39.82087210646768,1,0
Jodhpur,Chalky (Calcareous),7.234272724320393,1.216070287317272,31.7335498880246,32.55778275792212,30.79961127747124,0,0
Alwar,Nitrogenous,7.483859694475265,2.3202714675373866,30.615391008280906,19.434359737421296,33.50391818277088,0,0
Sri Ganganagar,Alkaline,7.616393371470082,1.6216180114920369,19.050391475107237,25.972961102568654,44.791929099210215,1,1
Alwar,Saline,7.52583048842554,2.1145373441028514,35.371590063577806,21.121698283890414,44.52008777380657,1,0
Bhilwara,Black lava soil,7.351258899563075,2.6559918692869733,31.603928629663415,20.97025971802937,33.64969455643984,0,0
Sri Ganganagar,Nitrogenous,7.643477927150855,1.5840225412527744,26.808586367357528,15.923121858419394,34.66882534050387,1,1
Udaipur,Sandy,8.56238570150848,2.665669530994202,39.60183751072131,13.88552490222218,40.35626874955446,1,0
Jodhpur,Saline,6.853246187397952,1.652152561401468,25.409365082917127,26.197920032207808,38.0188516094912,0,0
Jodhpur,Saline,8.034189666847007,2.302060444794259,41.51819376052394,12.60277888430138,46.296166198934,1,0
Bhilwara,Chalky (Calcareous),8.073220435200364,1.5133105809864826,35.0356666823658,21.680724815131143,38.86261870023296,1,0
Jaipur,Nitrogenous,7.088032256514,1.640445274275407,40.24906047892963,20.003414094787413,43.910650007657296,0,0
Sri Ganganagar,Saline,7.104550309166223,1.6100735268891806,35.409924046249714,13.25211894224234,37.92393116047364,0,0
Nagaur,Alkaline,7.517013705536116,2.0556863009200264,29.10453357491922,21.979098905479617,43.46427877908906,1,0
Alwar,Nitrogenous,7.867318772729665,1.5070980956660869,28.579224510356013,25.97381430938469,44.47323593786936,1,0
Alwar,Clay,6.813570274259468,2.175739950176101,20.10887375312595,20.234674510301847,49.48883508372988,0,0
Nagaur,Alkaline,7.026053641365507,1.582838477254209,33.8201489078643,12.28599242395177,36.83622485057481,0,0
Jodhpur,Loamy,7.798220568790876,1.6828570761552983,28.820150063945142,23.720928551575174,42.10773041768281,1,0
Jodhpur,Alkaline,7.633409198147701,1.8304388603649808,31.850305576344777,19.381336599501218,42.289028049628925,1,0
Alwar,Sandy,7.251533987441011,1.908715512810229,25.05021103723993,19.82496194996882,35.94499568185577,0,0
Alwar,Nitrogenous,6.9429767749190034,2.129330573927694,31.063698879288303,23.914368674742864,37.84437215212451,0,2
Jodhpur,Saline,7.7040264234183775,2.275398786136832,32.223869039157975,15.87173158598929,40.74681741135594,1,0
Ajmer,Saline,7.68207014802733,2.003589233453971,19.56761170814457,20.8024481198674,51.06265519698621,1,0
Kota,Alkaline,7.319980365621508,1.6359614510723397,31.86674279855699,21.561891052332857,45.96367582708207,0,0
Jaipur,Nitrogenous,6.871065922045556,2.3656901262874963,32.95211030625732,19.28926731529727,41.69343658960845,0,2
Udaipur,Saline,8.014728740799178,2.436157690014225,24.28490343963136,24.10079093377742,39.67655697483741,1,0
Jaipur,Alkaline,7.536437049007758,2.036598495500847,29.2487850560087,25.958537485535324,39.58141020075394,1,0
Nagaur,Chalky (Calcareous),6.940226935808416,1.803235072015136,30.893473584052376,26.14607392148525,43.015473424744165,0,0
Kota,Saline,7.074732360626478,3.2425949583394456,31.3238765548899,26.376953689995077,39.24142783211386,0,2
Hanumangarh,Clay,7.766679622352725,2.4197342522592025,36.09097355877128,25.286841526891124,44.36098500036489,1,0
Jaipur,Saline,7.342456634402946,1.7141269790219693,31.663037551620988,24.665640361705343,38.886396496116966,0,0
Jodhpur,Clay,8.032585982857194,2.7263083727430897,25.418395404632903,15.8153964810186,39.29812470547332,1,0
Udaipur,Alkaline,7.6538063340945985,1.7377164931164746,36.76101339433572,22.120334307592252,40.1972352412037,1,0
Alwar,Sandy,6.782045238065736,1.3420920917862464,31.405046251409036,9.337021869225818,45.06318704822036,0,0
Ajmer,Clay,7.42092307781384,3.621546484797367,41.53958125308056,19.092754653762416,39.46831498734343,0,2
Jaipur,Clay,7.997790757001015,2.851586304959019,21.80985471281992,11.068122673226569,36.889825972228095,1,1
Hanumangarh,Nitrogenous,7.791368791586932,2.2484367952537987,35.348857274919254,14.00151235817346,28.419280685155616,1,1
Kota,Nitrogenous,7.929007097651072,1.5859018635173827,19.90756067805681,20.725318729796907,43.96587844109339,1,1
Udaipur,Loamy,7.438971433939361,1.771075806908755,29.203188839270467,18.147086187996084,33.259764440299165,0,0
Nagaur,Chalky (Calcareous),7.142659661504784,2.2606399525069074,31.6083927068825,20.8402990298341,35.0242575907331,0,2
Jodhpur,Sandy,7.409248418932166,0.9114674767785726,30.892383319426948,27.14428853906784,32.62933933978947,0,0
Ajmer,Sandy,7.207036163341122,2.164553389355065,36.26421317213742,17.758876918499254,36.53874835367052,0,2
Ajmer,Alkaline,6.515538428791959,2.051719064654053,40.21038020071872,21.38679230982338,39.88860510408144,0,2
Sri Ganganagar,Chalky (Calcareous),7.661041155383493,1.994453998025699,25.93492813869935,24.116399578388528,41.12880761555877,1,0
Kota,Chalky (Calcareous),7.5088066259668285,1.512316986360875,36.517539659673794,23.32351372666555,37.23539581316349,1,0
Nagaur,Loamy,8.00091242684097,1.7512145808073964,26.08998253744481,16.201484412598564,31.144657234559546,1,1
Sri Ganganagar,Alkaline,7.735771190209103,1.084427560830825,23.857780843671183,9.622059954607334,39.569651536045534,1,1
Nagaur,Black lava soil,7.424839769864064,1.836651893406818,24.78711152664712,14.1388312328168,42.32184931773287,0,1
Jodhpur,Clay,7.224724034145757,2.1581791607680723,25.573756569378887,20.905313713855413,46.51639018658032,0,2
Sri Ganganagar,Black lava soil,7.793082900196391,1.79379309089176,31.28599485177964,18.796674127348936,40.03940092347364,1,0
Kota,Black lava soil,7.337194473925749,1.9178323970573043,31.06046676537088,15.033206502090248,34.920605865050106,0,0
Bhilwara,Saline,6.805728723084394,1.199864447748145,23.913586538897604,20.797312534020644,35.53606242254058,0,0
Sri Ganganagar,Black lava soil,7.756807232115548,2.017356874376281,20.15747893280973,23.274877921108448,44.05399322795855,1,0
Kota,Chalky (Calcareous),7.0030686625825735,2.210095771447496,25.717508812954005,20.48835188374168,33.677507965225175,0,0
Jodhpur,Clay,6.603446773732712,1.808591405193516,29.381355268625818,18.01160153192698,34.0798472088872,0,0
Ajmer,Loamy,7.300050468934431,2.134647376290367,29.77553484938732,20.91250515299607,36.64942399772884,0,2
Nagaur,Alkaline,8.085858957358079,1.4119133317226096,32.4378014854336,25.90945546479981,42.40454046374448,1,0
Alwar,Alkaline,7.398737886467585,1.7358514766685105,35.18043825523128,12.885125373691634,35.149378698101785,0,0
Udaipur,Black lava soil,7.30122111725414,2.618826878755999,31.89883818020448,15.159771207448774,38.44846147307548,0,2
Alwar,Sandy,7.192838427951853,1.6451055038832323,34.89444779278389,13.141284353682472,48.04390427867187,0,0
Nagaur,Chalky (Calcareous),7.914114845092311,2.545430835301849,27.68530243987371,19.25029640460445,32.83424092737644,1,0
Jodhpur,Clay,7.237668796466599,2.2468274238215757,36.48031530890698,14.464215915987742,38.17247031507367,0,0
Jodhpur,Saline,7.424350389883739,1.3021053989037574,32.956746208792,16.380048341286955,39.02304824411488,0,0
Hanumangarh,Black lava soil,7.274025314044061,1.6053307471401628,29.964775072597227,18.92195210715989,38.14071058860667,0,0
Jodhpur,Loamy,7.135769189159829,2.159762335391478,38.26808634246142,20.699436164195635,44.98059107455565,0,2
Jodhpur,Loamy,6.804889037423269,2.0788807196468846,24.513158405144665,12.615375362340494,36.30314296270482,0,0
Udaipur,Clay,8.095949667206787,2.4750079143348227,31.215023610272,12.336497200550346,39.01859674306032,1,0
Kota,Chalky (Calcareous),7.650850004450867,2.087768114789299,20.78103208259627,15.54841075990064,39.67961117925642,1,0
Sri Ganganagar,Sandy,7.768145454758595,0.9019360894500268,29.189380122600703,20.71524384939476,44.248059942581065,1,0
Jodhpur,Black lava soil,7.846428792118719,2.2912856594044024,26.00029746649033,10.459989314383462,38.034736214693,1,0
Ajmer,Black lava soil,8.00081591260428,2.696727263762216,33.55274551148893,22.14670411400867,41.89819824192983,1,0
Jodhpur,Saline,7.22194062661961,1.93496985322319,38.34534762913165,15.287209971040618,48.07389395354926,0,0
Kota,Clay,7.338985922753971,2.6627160545475395,22.96592495251231,22.929521005823247,36.31614932026189,0,0
Nagaur,Nitrogenous,6.792366404037907,2.109267021205473,35.04735894297984,15.775292807032518,32.504920197708,0,0
Jodhpur,Loamy,7.454077617832523,1.9562823356114092,32.74159813777249,24.747972856822443,39.70292409363753,0,0
Nagaur,Clay,8.427751657397131,2.112117372267646,28.267867469965505,11.94216320448586,38.686702398419165,1,0
Hanumangarh,Clay,7.331806527294431,2.480152398140735,32.31241812033427,14.103154391836911,40.86127193205519,0,0
Nagaur,Saline,7.835765585864527,2.7640156796939164,34.4375198370703,23.80423327155739,40.300429973075815,1,0
Jaipur,Alkaline,7.694156002711725,2.6247524503530792,23.33611301260175,18.25280336391522,36.1371562562188,1,0
Udaipur,Black lava soil,7.689576559363062,2.615111087825394,27.01512856639463,8.04847816265281,37.93889627487765,1,0
Kota,Loamy,7.956736866008703,2.26881495147494,32.14093123905288,18.6000334906276,33.60484631890107,1,0
Hanumangarh,Black lava soil,7.757647160812233,1.5828590949826875,40.920483666902285,22.85253604177258,37.09675848723025,1,0
Bhilwara,Alkaline,7.1943073763056855,1.953527896693206,28.80249038989125,25.584168877649773,40.93208084872023,0,0
Sri Ganganagar,Sandy,7.134184130545736,2.945220342577892,30.246541657601117,23.844198379844485,36.958867462776205,0,2
Hanumangarh,Alkaline,7.681557813872262,2.1555549955715976,20.55175353951924,30.0763755523032,46.45322230461274,1,0
Kota,Alkaline,7.301402341927006,1.4488651297720725,31.73780806901776,20.433488497071984,41.77834474281615,0,0
Alwar,Clay,7.595788698097045,2.253120494652963,37.23652849695903,22.840516025643232,34.751722505450296,1,0
Jaipur,Loamy,8.181281426356225,2.820307281744144,45.760283672560426,14.38252983380201,41.21441006575137,1,0
Ajmer,Black lava soil,6.458950648405507,2.2765745781896047,27.258998509166137,29.617228974124764,36.12692514990709,0,0
Bhilwara,Alkaline,6.655408481016369,1.76436812964874,20.12256114391431,23.75549727253655,29.6745847687184,0,1
Bhilwara,Loamy,7.514228790591579,0.9610940900719016,28.39851097731679,28.21689077902267,41.803239457178975,1,0
Bhilwara,Clay,7.068253197517533,1.984398255530458,30.09008436022223,22.36315172921703,33.16570818359587,0,0
Sri Ganganagar,Black lava soil,7.796283636923666,0.6478041841986124,26.850577238180943,17.558630787742278,43.166634130356194,1,0
Hanumangarh,Chalky (Calcareous),7.511315426338434,1.2972184730718568,25.075034370914924,20.993400047737037,39.604663290677216,1,0
Sri Ganganagar,Saline,7.210437945182127,1.7595831052440103,33.48083998579644,17.411537135653926,39.55954377985464,0,0
Sri Ganganagar,Black lava soil,8.584968294040271,1.2881586815580386,20.740786342126707,23.917948323993038,36.60678469352949,1,1
Udaipur,Saline,7.3408812361286895,1.609421810934443,28.70099929616244,27.992690560481705,44.0106422930906,0,0
Jodhpur,Saline,7.931111755943489,1.2918864721036774,24.24423131723565,5.804606702572865,35.95309589458623,1,1
Ajmer,Saline,7.978351593192829,2.258473257874185,28.892433685239386,19.88849858140973,36.55557228712297,1,0
Kota,Sandy,7.602379441200892,2.3829391397403072,21.92056606294764,21.49823843918674,44.662174354773335,1,0
Jodhpur,Clay,7.292449855518315,2.350350306060292,44.07327222236276,19.47828603506554,41.96653525002662,0,2
Hanumangarh,Nitrogenous,7.130971458169304,2.0906255813010253,32.30135812491152,20.97421170135069,34.90152340145572,0,0
Jaipur,Black lava soil,7.603180885662725,2.731097969358818,32.24317882257264,24.809935945359207,38.81494014993686,1,0
Hanumangarh,Alkaline,7.874950119711856,2.139633919108263,25.24544635156384,21.592605023994373,35.041516682798445,1,0
Bhilwara,Nitrogenous,7.183559862557604,2.094664153646187,31.48622136690062,14.053837674614352,45.26992885591438,0,0
Hanumangarh,Saline,7.786003139150236,1.6476357821945582,22.312076017754123,19.275477104592845,37.7702814306942,1,1
Alwar,Sandy,7.556570228526511,1.8184416694222167,19.96271569627495,18.058265308494207,38.47190444465844,1,1
Nagaur,Chalky (Calcareous),7.816830512387029,1.6509001626944753,38.39337336686283,10.441797246741215,46.55583748901312,1,1
Jaipur,Black lava soil,7.387840514560947,2.429792436171778,30.399007420293664,25.697777680127345,38.063190177235946,0,2
Hanumangarh,Loamy,6.950689787411094,2.710252143635532,29.432596770589296,21.107792368121054,46.17375957022398,0,2
Ajmer,Sandy,6.984022378952782,2.2977454488196285,27.050526217685544,19.33915322177814,40.36139482692145,0,2
Nagaur,Nitrogenous,6.749889069276532,1.6105814785897827,36.7553644620657,24.43095594292398,39.68680211336383,0,0
Kota,Chalky (Calcareous),7.621561729256446,1.8528787471817711,36.78291692913991,18.99823711102918,41.15921046067424,1,0
Kota,Saline,8.073015072071033,1.6113142575770467,37.79394592248447,12.347692951283117,48.14821065556399,1,1
Udaipur,Alkaline,7.313662208024013,1.8786506260873592,20.54994914408529,17.726026413111537,34.800967344865576,0,1
Hanumangarh,Loamy,7.196176827313264,1.93134451710556,34.78895807236453,21.038016757003128,41.53838326700557,0,0
Jaipur,Black lava soil,6.952240305577218,1.559622955198635,38.99362509175656,16.323994826183768,48.28104126028648,0,0
Bhilwara,Black lava soil,7.378469400559567,2.001143968071752,35.35182580114965,26.359462109693283,39.44593719860456,0,2
Kota,Loamy,7.305878473239231,1.9720397757388932,31.689787641160592,24.456518434348776,40.02114929497076,0,0
Jodhpur,Loamy,7.809443149011577,2.8191798661354706,31.906548061323925,21.55826428002389,32.40544587454966,1,0
Ajmer,Saline,6.184634931585468,2.1941878646150843,29.52587884359564,17.42608662542629,41.217651020931726,0,0
Sri Ganganagar,Clay,7.469798135401546,2.563890125316949,30.43055434129489,16.265383574649164,44.95083119479644,0,2
Bhilwara,Clay,7.391434462526899,2.2632683418361537,27.612946469036,16.75086557251282,40.42084115092848,0,2
Sri Ganganagar,Chalky (Calcareous),7.506414321771842,2.2399135176834166,28.656771233451288,10.818201081148011,37.83613058205805,1,0
Jaipur,Black lava soil,7.8969092335719075,1.8513119603784467,28.76808298742726,24.931882529529688,36.44013386370538,1,0
Ajmer,Clay,6.72859839087855,1.9196844402372528,27.579130243756317,15.16876840123373,39.12310772050655,0,0
Hanumangarh,Sandy,7.745752823623392,1.995355719216092,31.53490536343119,29.067038492577115,38.28560569221218,1,0
Bhilwara,Nitrogenous,7.639174317322335,1.745393318700433,25.768201400565136,17.07546173291115,37.606207142391554,1,0
Jaipur,Loamy,7.679737898773562,3.1745378933503785,26.4197828186208,17.91687347192269,39.68438493444376,1,0
Jaipur,Nitrogenous,7.6978994243548735,2.1317754059773923,36.420478969740586,7.868039647323959,28.06535064902164,1,1
Udaipur,Clay,7.252060913994925,2.5486500937718546,22.17175984197202,4.961838301531214,42.85589703109604,0,0
Udaipur,Saline,7.621828611851357,1.4548957966002851,25.07230199639535,15.151281401826628,40.5526765873697,1,0
